src,src_port,dst,dst_port,protocol,occurrences
192.168.199.133,53088,192.168.199.1,53,UDP,1
192.168.199.133,53767,192.168.199.134,445,TCP,1
192.168.199.133,54138,192.168.199.1,53,UDP,1
192.168.199.133,56170,192.168.199.1,53,UDP,1
192.168.199.133,56600,192.168.199.1,53,UDP,1
192.168.199.133,59399,192.168.199.134,445,TCP,1
192.168.199.133,60305,239.255.255.250,1900,UDP,1
192.168.199.133,60601,192.168.199.1,53,UDP,1
192.168.199.133,60614,192.168.199.1,53,UDP,1
192.168.199.133,61638,192.168.199.1,53,UDP,1
192.168.199.133,63950,192.168.199.1,53,UDP,1
192.168.199.134,0,192.168.199.135,0,TCP,1
192.168.199.134,0,192.168.199.135,35,TCP,1
192.168.199.134,60,192.168.199.133,0,TCP,1
192.168.199.134,189,192.168.199.133,49671,TCP,1
192.168.199.134,189,192.168.199.135,49612,TCP,1
192.168.199.134,189,192.168.199.37,49612,TCP,1
192.168.199.134,189,192.168.199.37,49671,TCP,1
192.168.199.134,256,192.168.199.135,49612,TCP,1
192.168.199.134,258,192.168.199.135,49612,TCP,1
192.168.199.134,261,192.168.199.135,49612,TCP,1
192.168.199.134,263,192.168.199.135,49612,TCP,1
192.168.199.134,264,192.168.199.135,49612,TCP,1
192.168.199.134,268,192.168.199.135,49612,TCP,1
192.168.199.134,274,192.168.199.135,49612,TCP,1
192.168.199.134,276,192.168.199.135,49612,TCP,1
192.168.199.134,278,192.168.199.135,49612,TCP,1
192.168.199.134,280,192.168.199.135,49612,TCP,1
192.168.199.134,282,192.168.199.135,49612,TCP,1
192.168.199.134,283,192.168.199.135,49612,TCP,1
192.168.199.134,285,192.168.199.135,49612,TCP,1
192.168.199.134,288,192.168.199.135,49612,TCP,1
192.168.199.134,289,192.168.199.135,49612,TCP,1
192.168.199.134,290,192.168.199.135,49612,TCP,1
192.168.199.134,292,192.168.199.135,49612,TCP,1
192.168.199.134,293,192.168.199.133,7,TCP,1
192.168.199.134,293,192.168.199.135,204,TCP,1
192.168.199.134,295,192.168.199.135,49612,TCP,1
192.168.199.134,296,192.168.199.135,49612,TCP,1
192.168.199.134,298,192.168.199.135,49612,TCP,1
192.168.199.134,300,192.168.199.135,49612,TCP,1
192.168.199.134,301,192.168.199.135,49612,TCP,1
192.168.199.134,302,192.168.199.135,49612,TCP,1
192.168.199.134,303,192.168.199.135,49612,TCP,1
192.168.199.134,304,192.168.199.135,49612,TCP,1
192.168.199.134,305,192.168.199.135,49612,TCP,1
192.168.199.134,306,192.168.199.135,49612,TCP,1
192.168.199.134,307,192.168.199.135,49612,TCP,1
192.168.199.134,308,192.168.199.135,49612,TCP,1
192.168.199.134,309,192.168.199.135,49612,TCP,1
192.168.199.134,310,192.168.199.135,49612,TCP,1
192.168.199.134,311,192.168.199.135,49612,TCP,1
192.168.199.134,312,192.168.199.135,49612,TCP,1
192.168.199.134,313,192.168.199.135,49612,TCP,1
192.168.199.134,314,192.168.199.135,49612,TCP,1
192.168.199.134,315,192.168.199.135,49612,TCP,1
192.168.199.134,317,192.168.199.133,49671,TCP,1
192.168.199.134,317,192.168.199.135,49612,TCP,1
192.168.199.134,319,192.168.199.135,49612,TCP,1
192.168.199.134,320,192.168.199.135,49612,TCP,1
192.168.199.134,321,192.168.199.135,49612,TCP,1
192.168.199.134,322,192.168.199.135,49612,TCP,1
192.168.199.134,323,192.168.199.135,49612,TCP,1
192.168.199.134,324,192.168.199.135,49612,TCP,1
192.168.199.134,325,192.168.199.135,49612,TCP,1
192.168.199.134,326,192.168.199.135,49612,TCP,1
192.168.199.134,327,192.168.199.135,49612,TCP,1
192.168.199.134,328,192.168.199.135,49612,TCP,1
192.168.199.134,329,192.168.199.1,51393,TCP,1
192.168.199.134,329,192.168.199.135,49612,TCP,1
192.168.199.134,330,192.168.199.135,49612,TCP,1
192.168.199.134,332,192.168.199.135,49612,TCP,1
192.168.199.134,334,192.168.199.135,49612,TCP,1
192.168.199.134,335,192.168.199.135,49612,TCP,1
192.168.199.134,336,192.168.199.135,49612,TCP,1
192.168.199.134,337,192.168.199.135,49612,TCP,1
192.168.199.134,338,192.168.199.135,49612,TCP,1
192.168.199.134,339,192.168.199.135,49612,TCP,1
192.168.199.134,340,192.168.199.135,49612,TCP,1
192.168.199.134,341,192.168.199.135,49612,TCP,1
192.168.199.134,342,192.168.199.135,49612,TCP,1
192.168.199.134,343,192.168.199.135,49612,TCP,1
192.168.199.134,344,192.168.199.135,49612,TCP,1
192.168.199.134,345,192.168.199.135,49612,TCP,1
192.168.199.134,346,192.168.199.135,49612,TCP,1
192.168.199.134,347,192.168.199.135,49612,TCP,1
192.168.199.134,352,192.168.199.135,49612,TCP,1
192.168.199.134,353,192.168.199.135,49612,TCP,1
192.168.199.134,354,192.168.199.135,49612,TCP,1
192.168.199.134,355,192.168.199.135,49612,TCP,1
192.168.199.134,356,192.168.199.135,49612,TCP,1
192.168.199.134,357,192.168.199.135,49612,TCP,1
192.168.199.134,358,192.168.199.135,49612,TCP,1
192.168.199.134,359,192.168.199.135,49612,TCP,1
192.168.199.134,360,192.168.199.135,49612,TCP,1
192.168.199.134,361,192.168.199.135,49612,TCP,1
192.168.199.134,362,192.168.199.135,49612,TCP,1
192.168.199.134,363,192.168.199.135,49612,TCP,1
192.168.199.134,364,192.168.199.135,49612,TCP,1
192.168.199.134,365,192.168.199.135,49612,TCP,1
192.168.199.134,366,192.168.199.135,49612,TCP,1
192.168.199.134,367,192.168.199.135,49612,TCP,1
192.168.199.134,368,192.168.199.135,49612,TCP,1
192.168.199.134,369,192.168.199.135,49612,TCP,1
192.168.199.134,370,192.168.199.135,49612,TCP,1
192.168.199.134,371,192.168.199.135,49612,TCP,1
192.168.199.134,372,192.168.199.135,49612,TCP,1
192.168.199.134,373,192.168.199.135,49612,TCP,1
192.168.199.134,374,192.168.199.135,49612,TCP,1
192.168.199.134,375,192.168.199.135,49612,TCP,1
192.168.199.134,376,192.168.199.135,49612,TCP,1
192.168.199.134,377,192.168.199.135,49612,TCP,1
192.168.199.134,378,192.168.199.135,49612,TCP,1
192.168.199.134,380,192.168.199.135,49612,TCP,1
192.168.199.134,381,192.168.199.135,49612,TCP,1
192.168.199.134,382,192.168.199.135,49612,TCP,1
192.168.199.134,383,192.168.199.135,49612,TCP,1
192.168.199.134,385,192.168.199.135,49612,TCP,1
192.168.199.134,386,192.168.199.135,49612,TCP,1
192.168.199.134,389,192.168.199.135,49612,TCP,1
192.168.199.134,390,192.168.199.135,49612,TCP,1
192.168.199.134,391,192.168.199.135,49612,TCP,1
192.168.199.134,394,192.168.199.135,49612,TCP,1
192.168.199.134,395,192.168.199.135,49612,TCP,1
192.168.199.134,396,192.168.199.135,49612,TCP,1
192.168.199.134,397,192.168.199.135,49612,TCP,1
192.168.199.134,401,192.168.199.135,49612,TCP,1
192.168.199.134,402,192.168.199.135,49612,TCP,1
192.168.199.134,403,192.168.199.135,49612,TCP,1
192.168.199.134,404,192.168.199.135,49612,TCP,1
192.168.199.134,409,192.168.199.135,49612,TCP,1
192.168.199.134,413,192.168.199.133,49671,TCP,1
192.168.199.134,413,192.168.199.135,49612,TCP,1
192.168.199.134,414,192.168.199.135,49612,TCP,1
192.168.199.134,415,192.168.199.135,49612,TCP,1
192.168.199.134,417,192.168.199.135,49612,TCP,1
192.168.199.134,418,192.168.199.135,49612,TCP,1
192.168.199.134,421,192.168.199.135,49612,TCP,1
192.168.199.134,422,192.168.199.135,49612,TCP,1
192.168.199.134,424,192.168.199.135,49612,TCP,1
192.168.199.134,426,192.168.199.133,43690,TCP,1
192.168.199.134,426,192.168.199.135,43690,TCP,1
192.168.199.134,426,208.168.199.135,43690,TCP,1
192.168.199.134,429,192.168.199.135,49612,TCP,1
192.168.199.134,432,192.168.199.135,49612,TCP,1
192.168.199.134,433,192.168.199.135,49612,TCP,1
192.168.199.134,434,192.168.199.135,49612,TCP,1
192.168.199.134,435,192.168.199.135,49612,TCP,1
192.168.199.134,436,192.168.199.135,49612,TCP,1
192.168.199.134,437,192.168.199.135,49612,TCP,1
192.168.199.134,438,192.168.199.135,49612,TCP,1
192.168.199.134,441,192.168.199.135,49612,TCP,1
192.168.199.134,442,192.168.199.135,49612,TCP,1
192.168.199.134,443,192.168.199.135,49612,TCP,1
192.168.199.134,444,192.168.199.135,49612,TCP,1
192.168.199.134,445,100.168.199.135,49612,TCP,1
192.168.199.134,445,101.168.199.135,49612,TCP,1
192.168.199.134,445,102.168.199.135,49612,TCP,1
192.168.199.134,445,103.168.199.135,49612,TCP,1
192.168.199.134,445,104.168.199.135,49612,TCP,1
192.168.199.134,445,105.168.199.135,49612,TCP,1
192.168.199.134,445,106.168.199.135,49612,TCP,1
192.168.199.134,445,107.168.199.135,49612,TCP,1
192.168.199.134,445,108.168.199.135,49612,TCP,1
192.168.199.134,445,109.168.199.135,49612,TCP,1
192.168.199.134,445,11.168.199.135,49612,TCP,1
192.168.199.134,445,110.168.199.135,49612,TCP,1
192.168.199.134,445,111.168.199.135,49612,TCP,1
192.168.199.134,445,112.168.199.135,49612,TCP,1
192.168.199.134,445,113.168.199.135,49612,TCP,1
192.168.199.134,445,114.168.199.135,49612,TCP,1
192.168.199.134,445,115.168.199.135,49612,TCP,1
192.168.199.134,445,116.168.199.135,49612,TCP,1
192.168.199.134,445,117.168.199.135,49612,TCP,1
192.168.199.134,445,118.168.199.135,49612,TCP,1
192.168.199.134,445,119.168.199.135,49612,TCP,1
192.168.199.134,445,120.168.199.135,49612,TCP,1
192.168.199.134,445,121.168.199.135,49612,TCP,1
192.168.199.134,445,122.168.199.135,49612,TCP,1
192.168.199.134,445,123.168.199.135,49612,TCP,1
192.168.199.134,445,124.168.199.135,49612,TCP,1
192.168.199.134,445,126.168.199.135,49612,TCP,1
192.168.199.134,445,128.168.199.133,49671,TCP,1
192.168.199.134,445,128.168.199.135,49612,TCP,1
192.168.199.134,445,132.168.199.135,49612,TCP,1
192.168.199.134,445,134.168.199.135,49612,TCP,1
192.168.199.134,445,136.168.199.135,49612,TCP,1
192.168.199.134,445,139.168.199.135,49612,TCP,1
192.168.199.134,445,142.168.199.135,49612,TCP,1
192.168.199.134,445,148.168.199.135,49612,TCP,1
192.168.199.134,445,152.168.199.135,49612,TCP,1
192.168.199.134,445,153.168.199.135,49612,TCP,1
192.168.199.134,445,160.168.199.135,49612,TCP,1
192.168.199.134,445,162.168.199.135,49612,TCP,1
192.168.199.134,445,163.168.199.135,49612,TCP,1
192.168.199.134,445,164.168.199.135,49612,TCP,1
192.168.199.134,445,165.168.199.135,49612,TCP,1
192.168.199.134,445,169.168.199.135,49612,TCP,1
192.168.199.134,445,173.168.199.135,49612,TCP,1
192.168.199.134,445,176.168.199.135,49612,TCP,1
192.168.199.134,445,178.168.199.135,49612,TCP,1
192.168.199.134,445,180.168.199.135,49612,TCP,1
192.168.199.134,445,181.168.199.135,49612,TCP,1
192.168.199.134,445,187.168.199.135,49612,TCP,1
192.168.199.134,445,191.168.199.135,49612,TCP,1
192.168.199.134,445,192.10.199.135,49612,TCP,1
192.168.199.134,445,192.100.199.135,49612,TCP,1
192.168.199.134,445,192.101.199.135,49612,TCP,1
192.168.199.134,445,192.102.199.135,49612,TCP,1
192.168.199.134,445,192.103.199.135,49612,TCP,1
192.168.199.134,445,192.104.199.135,49612,TCP,1
192.168.199.134,445,192.105.199.135,49612,TCP,1
192.168.199.134,445,192.106.199.135,49612,TCP,1
192.168.199.134,445,192.107.199.135,49612,TCP,1
192.168.199.134,445,192.108.199.135,49612,TCP,1
192.168.199.134,445,192.109.199.135,49612,TCP,1
192.168.199.134,445,192.110.199.135,49612,TCP,1
192.168.199.134,445,192.111.199.135,49612,TCP,1
192.168.199.134,445,192.112.199.135,49612,TCP,1
192.168.199.134,445,192.113.199.135,49612,TCP,1
192.168.199.134,445,192.114.199.135,49612,TCP,1
192.168.199.134,445,192.115.199.135,49612,TCP,1
192.168.199.134,445,192.116.199.135,49612,TCP,1
192.168.199.134,445,192.117.199.135,49612,TCP,1
192.168.199.134,445,192.118.199.135,49612,TCP,1
192.168.199.134,445,192.119.199.135,49612,TCP,1
192.168.199.134,445,192.120.199.135,49612,TCP,1
192.168.199.134,445,192.121.199.135,49612,TCP,1
192.168.199.134,445,192.122.199.135,49612,TCP,1
192.168.199.134,445,192.125.199.135,49612,TCP,1
192.168.199.134,445,192.127.199.135,49612,TCP,1
192.168.199.134,445,192.128.199.135,49612,TCP,1
192.168.199.134,445,192.129.199.135,49612,TCP,1
192.168.199.134,445,192.13.199.135,49612,TCP,1
192.168.199.134,445,192.130.199.135,49612,TCP,1
192.168.199.134,445,192.131.199.135,49612,TCP,1
192.168.199.134,445,192.134.199.135,49612,TCP,1
192.168.199.134,445,192.136.199.133,49671,TCP,1
192.168.199.134,445,192.136.199.135,49612,TCP,1
192.168.199.134,445,192.137.199.135,49612,TCP,1
192.168.199.134,445,192.138.199.135,49612,TCP,1
192.168.199.134,445,192.141.199.135,49612,TCP,1
192.168.199.134,445,192.144.199.135,49612,TCP,1
192.168.199.134,445,192.146.199.135,49612,TCP,1
192.168.199.134,445,192.148.199.135,49612,TCP,1
192.168.199.134,445,192.15.199.135,49612,TCP,1
192.168.199.134,445,192.150.199.135,49612,TCP,1
192.168.199.134,445,192.153.199.135,49612,TCP,1
192.168.199.134,445,192.155.199.135,49612,TCP,1
192.168.199.134,445,192.156.199.135,49612,TCP,1
192.168.199.134,445,192.16.199.135,49612,TCP,1
192.168.199.134,445,192.160.199.135,49612,TCP,1
192.168.199.134,445,192.161.199.135,49612,TCP,1
192.168.199.134,445,192.163.199.135,49612,TCP,1
192.168.199.134,445,192.164.199.135,49612,TCP,1
192.168.199.134,445,192.168.10.135,49612,TCP,1
192.168.199.134,445,192.168.100.135,49612,TCP,1
192.168.199.134,445,192.168.101.135,49612,TCP,1
192.168.199.134,445,192.168.102.135,49612,TCP,1
192.168.199.134,445,192.168.103.135,49612,TCP,1
192.168.199.134,445,192.168.104.135,49612,TCP,1
192.168.199.134,445,192.168.105.135,49612,TCP,1
192.168.199.134,445,192.168.106.135,49612,TCP,1
192.168.199.134,445,192.168.107.135,49612,TCP,1
192.168.199.134,445,192.168.108.133,49671,TCP,1
192.168.199.134,445,192.168.108.135,49612,TCP,1
192.168.199.134,445,192.168.109.135,49612,TCP,1
192.168.199.134,445,192.168.110.135,49612,TCP,1
192.168.199.134,445,192.168.111.135,49612,TCP,1
192.168.199.134,445,192.168.112.135,49612,TCP,1
192.168.199.134,445,192.168.113.135,49612,TCP,1
192.168.199.134,445,192.168.114.135,49612,TCP,1
192.168.199.134,445,192.168.115.135,49612,TCP,1
192.168.199.134,445,192.168.116.135,49612,TCP,1
192.168.199.134,445,192.168.117.135,49612,TCP,1
192.168.199.134,445,192.168.118.135,49612,TCP,1
192.168.199.134,445,192.168.119.135,49612,TCP,1
192.168.199.134,445,192.168.120.135,49612,TCP,1
192.168.199.134,445,192.168.121.135,49612,TCP,1
192.168.199.134,445,192.168.122.135,49612,TCP,1
192.168.199.134,445,192.168.125.135,49612,TCP,1
192.168.199.134,445,192.168.128.135,49612,TCP,1
192.168.199.134,445,192.168.129.135,49612,TCP,1
192.168.199.134,445,192.168.13.135,49612,TCP,1
192.168.199.134,445,192.168.130.135,49612,TCP,1
192.168.199.134,445,192.168.132.135,49612,TCP,1
192.168.199.134,445,192.168.135.135,49612,TCP,1
192.168.199.134,445,192.168.136.135,49612,TCP,1
192.168.199.134,445,192.168.138.135,49612,TCP,1
192.168.199.134,445,192.168.14.135,49612,TCP,1
192.168.199.134,445,192.168.140.135,49612,TCP,1
192.168.199.134,445,192.168.141.135,49612,TCP,1
192.168.199.134,445,192.168.146.135,49612,TCP,1
192.168.199.134,445,192.168.149.135,49612,TCP,1
192.168.199.134,445,192.168.15.135,49612,TCP,1
192.168.199.134,445,192.168.155.135,49612,TCP,1
192.168.199.134,445,192.168.159.135,49612,TCP,1
192.168.199.134,445,192.168.16.135,49612,TCP,1
192.168.199.134,445,192.168.165.135,49612,TCP,1
192.168.199.134,445,192.168.168.135,49612,TCP,1
192.168.199.134,445,192.168.169.135,49612,TCP,1
192.168.199.134,445,192.168.171.135,49612,TCP,1
192.168.199.134,445,192.168.172.135,49612,TCP,1
192.168.199.134,445,192.168.173.135,49612,TCP,1
192.168.199.134,445,192.168.178.135,49612,TCP,1
192.168.199.134,445,192.168.18.135,49612,TCP,1
192.168.199.134,445,192.168.180.135,49612,TCP,1
192.168.199.134,445,192.168.181.135,49612,TCP,1
192.168.199.134,445,192.168.183.135,49612,TCP,1
192.168.199.134,445,192.168.185.135,49612,TCP,1
192.168.199.134,445,192.168.186.135,49612,TCP,1
192.168.199.134,445,192.168.19.135,49612,TCP,1
192.168.199.134,445,192.168.191.135,49612,TCP,1
192.168.199.134,445,192.168.192.135,49612,TCP,1
192.168.199.134,445,192.168.195.135,49612,TCP,1
192.168.199.134,445,192.168.197.135,49612,TCP,1
192.168.199.134,445,192.168.198.135,49612,TCP,1
192.168.199.134,445,192.168.199.1,51393,TCP,3
192.168.199.134,445,192.168.199.10,49612,TCP,1
192.168.199.134,445,192.168.199.100,49612,TCP,1
192.168.199.134,445,192.168.199.101,49612,TCP,1
192.168.199.134,445,192.168.199.102,49612,TCP,1
192.168.199.134,445,192.168.199.103,49612,TCP,1
192.168.199.134,445,192.168.199.104,49612,TCP,1
192.168.199.134,445,192.168.199.105,49612,TCP,1
192.168.199.134,445,192.168.199.106,49612,TCP,1
192.168.199.134,445,192.168.199.107,49612,TCP,1
192.168.199.134,445,192.168.199.108,49612,TCP,1
192.168.199.134,445,192.168.199.109,49612,TCP,1
192.168.199.134,445,192.168.199.11,49612,TCP,1
192.168.199.134,445,192.168.199.110,49612,TCP,1
192.168.199.134,445,192.168.199.111,49612,TCP,1
192.168.199.134,445,192.168.199.112,49612,TCP,1
192.168.199.134,445,192.168.199.113,49612,TCP,1
192.168.199.134,445,192.168.199.114,49612,TCP,1
192.168.199.134,445,192.168.199.114,49671,TCP,1
192.168.199.134,445,192.168.199.115,49612,TCP,1
192.168.199.134,445,192.168.199.116,49612,TCP,1
192.168.199.134,445,192.168.199.117,49612,TCP,1
192.168.199.134,445,192.168.199.118,49612,TCP,1
192.168.199.134,445,192.168.199.119,49612,TCP,1
192.168.199.134,445,192.168.199.12,49612,TCP,1
192.168.199.134,445,192.168.199.120,49612,TCP,1
192.168.199.134,445,192.168.199.121,49612,TCP,1
192.168.199.134,445,192.168.199.122,49612,TCP,1
192.168.199.134,445,192.168.199.123,49612,TCP,1
192.168.199.134,445,192.168.199.125,49612,TCP,1
192.168.199.134,445,192.168.199.129,49612,TCP,1
192.168.199.134,445,192.168.199.129,49671,TCP,1
192.168.199.134,445,192.168.199.13,49612,TCP,1
192.168.199.134,445,192.168.199.131,49612,TCP,1
192.168.199.134,445,192.168.199.132,49671,TCP,1
192.168.199.134,445,192.168.199.133,9472,TCP,1
192.168.199.134,445,192.168.199.133,49159,TCP,1
192.168.199.134,445,192.168.199.133,49612,TCP,1
192.168.199.134,445,192.168.199.133,49667,TCP,1
192.168.199.134,445,192.168.199.133,49671,TCP,4
192.168.199.134,445,192.168.199.133,49679,TCP,1
192.168.199.134,445,192.168.199.133,49701,TCP,2
192.168.199.134,445,192.168.199.133,49720,TCP,1
192.168.199.134,445,192.168.199.133,49735,TCP,1
192.168.199.134,445,192.168.199.133,49743,TCP,1
192.168.199.134,445,192.168.199.133,49745,TCP,1
192.168.199.134,445,192.168.199.133,51719,TCP,1
192.168.199.134,445,192.168.199.133,53767,TCP,1
192.168.199.134,445,192.168.199.134,49612,TCP,1
192.168.199.134,445,192.168.199.135,972,TCP,1
192.168.199.134,445,192.168.199.135,1484,TCP,1
192.168.199.134,445,192.168.199.135,1996,TCP,1
192.168.199.134,445,192.168.199.135,2508,TCP,1
192.168.199.134,445,192.168.199.135,2764,TCP,1
192.168.199.134,445,192.168.199.135,3788,TCP,1
192.168.199.134,445,192.168.199.135,4812,TCP,1
192.168.199.134,445,192.168.199.135,5324,TCP,1
192.168.199.134,445,192.168.199.135,5836,TCP,1
192.168.199.134,445,192.168.199.135,6604,TCP,1
192.168.199.134,445,192.168.199.135,6860,TCP,1
192.168.199.134,445,192.168.199.135,7116,TCP,1
192.168.199.134,445,192.168.199.135,7372,TCP,1
192.168.199.134,445,192.168.199.135,8396,TCP,1
192.168.199.134,445,192.168.199.135,8908,TCP,1
192.168.199.134,445,192.168.199.135,9420,TCP,1
192.168.199.134,445,192.168.199.135,9472,TCP,1
192.168.199.134,445,192.168.199.135,10188,TCP,1
192.168.199.134,445,192.168.199.135,10444,TCP,1
192.168.199.134,445,192.168.199.135,10700,TCP,1
192.168.199.134,445,192.168.199.135,11468,TCP,1
192.168.199.134,445,192.168.199.135,12236,TCP,1
192.168.199.134,445,192.168.199.135,12492,TCP,1
192.168.199.134,445,192.168.199.135,12748,TCP,1
192.168.199.134,445,192.168.199.135,13004,TCP,1
192.168.199.134,445,192.168.199.135,13260,TCP,1
192.168.199.134,445,192.168.199.135,13516,TCP,1
192.168.199.134,445,192.168.199.135,13772,TCP,1
192.168.199.134,445,192.168.199.135,14028,TCP,1
192.168.199.134,445,192.168.199.135,14284,TCP,1
192.168.199.134,445,192.168.199.135,14540,TCP,1
192.168.199.134,445,192.168.199.135,14796,TCP,1
192.168.199.134,445,192.168.199.135,15052,TCP,1
192.168.199.134,445,192.168.199.135,15564,TCP,1
192.168.199.134,445,192.168.199.135,16588,TCP,1
192.168.199.134,445,192.168.199.135,16844,TCP,1
192.168.199.134,445,192.168.199.135,17100,TCP,1
192.168.199.134,445,192.168.199.135,17356,TCP,1
192.168.199.134,445,192.168.199.135,17612,TCP,1
192.168.199.134,445,192.168.199.135,17868,TCP,1
192.168.199.134,445,192.168.199.135,18124,TCP,1
192.168.199.134,445,192.168.199.135,18380,TCP,1
192.168.199.134,445,192.168.199.135,18636,TCP,1
192.168.199.134,445,192.168.199.135,18892,TCP,1
192.168.199.134,445,192.168.199.135,19148,TCP,1
192.168.199.134,445,192.168.199.135,19404,TCP,1
192.168.199.134,445,192.168.199.135,19660,TCP,1
192.168.199.134,445,192.168.199.135,19916,TCP,1
192.168.199.134,445,192.168.199.135,20172,TCP,1
192.168.199.134,445,192.168.199.135,20428,TCP,1
192.168.199.134,445,192.168.199.135,20684,TCP,1
192.168.199.134,445,192.168.199.135,20940,TCP,1
192.168.199.134,445,192.168.199.135,21196,TCP,1
192.168.199.134,445,192.168.199.135,21452,TCP,1
192.168.199.134,445,192.168.199.135,21708,TCP,1
192.168.199.134,445,192.168.199.135,21964,TCP,1
192.168.199.134,445,192.168.199.135,22220,TCP,1
192.168.199.134,445,192.168.199.135,22476,TCP,1
192.168.199.134,445,192.168.199.135,22732,TCP,1
192.168.199.134,445,192.168.199.135,22988,TCP,1
